Year,Season,Cruise,Region,Field_ID,TOW_ID,DATE_Deploy,TIME_Deploy,Decimal Latitude at deployment (WGS84),Decimal Longitude at deployment (WGS84),FLOW_METER_READING_deploy,DATE_Retrieve,TIME_Retrieve,decLat_Retrieve,decLong_Retrieve,FLOW_METER_READING_retrieve,Tow_length (m),vol_filtered_m3,WIND_SPEED,WIND_Direction,SEA_STATE,Ship Speed,SUM_micro_km2,SUM_Macro_km2,fibres_LTE5mm_ km2,beads_LTE5mm_ km2,polystyrene_LTE5mm_ km2,fragments_LTE5mm_ km2,film_LTE5mm_ km2,nurdles_LTE5mm_ km2,paint_flakes_LTE5mm_ km2,fibres_GT5mm_ km2,beads_GT5mm_ km2,polystyrene_GT5mm_ km2,fragments_GT5mm_ km2,film_GT5mm_ km2,nurdles_GT5mm_ km2,paint_flakes_GT5mm_ km2,SUM_micro_m3,SUM_Macro_m3,fibres_LTE5mm_m3,beads_LTE5mm_m3,polystyrene_LTE5mm_m3,fragments_LTE5mm_m3,film_LTE5mm_m3,nurdles_LTE5mm_m3,paint_flakes_LTE5mm_m3,fibres_GT5mm_m3,beads_GT5mm_m3,polystyrene_GT5mm_m3,fragments_GT5mm_m3,film_GT5mm_m3,nurdles_GT5mm_m3,paint_flakes_GT5mm_m3,SUM_LTE5mm_count,SUM_GT5mm_count,fibres_LTE5mm_count,beads_LTE5mm_count,polystyrene_LTE5mm_count,fragments_LTE5mm_count,film_LTE5mm_count,nurdles_LTE5mm_count,paint_flakes_LTE5mm_count,fibres_GT5mm_count,beads_GT5mm_count,polystyrene_GT5mm_count,fragments_GT5mm_count,film_GT5mm_count,nurdles_GT5mm_count,paint_flakes_GT5mm_count
2019,2018-2019,0119S,Moray Firth,Wick,0119S_09,17/01/2019,15:44,58.63933,-2.99767,24396,17/01/2019,16:51,58.53717,-3.02433,52675,8484,223,12,348,4,6.2,1511,2418,0,302,0,302,302,0,604,1511,0,0,0,604,0,302,0.0224,0.0358,0,0.0045,0,0.0045,0.0045,0,0.009,0.0224,0,0,0,0.009,0,0.004477611,5,8,0,1,0,1,1,0,2,5,0,0,0,2,0,1
2019,2018-2019,0119S,Moray Firth,Wick,0119S_10,17/01/2019,16:59,58.532,-3.02433,52675,17/01/2019,18:07,58.43617,-2.99383,81312,8591,226,9,321,3,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2018-2019,0119S,Moray Firth,Wick,0119S_11,17/01/2019,18:16,58.42867,-3.00017,81312,17/01/2019,19:22,58.3535,-3.08683,9031,8315,219,14,300,4,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2018-2019,0119S,Moray Firth,Moray Firth,0119S_12,17/01/2019,22:12,58.25667,-3.212,9031,17/01/2019,23:19,58.202,-3.32683,39670,9192,242,8,242,3,4.3,0,279,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0.0041,0,0,0,0,0,0,0,0.0041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,2018-2019,0119S,Moray Firth,Moray Firth,0119S_13,17/01/2019,23:24,58.2,-3.32683,39670,17/01/2019,00:37,58.15,-3.4555,74292,10387,273,6,261,2,4.7,247,247,247,0,0,0,0,0,0,247,0,0,0,0,0,0,0.0037,0.0037,0.0037,0,0,0,0,0,0,0.0037,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,2018-2019,0119S,Moray Firth,Moray Firth,0119S_14,18/01/2019,00:42,58.14717,-3.4595,74292,18/01/2019,01:40,58.09083,-3.54067,1324,8109,213,4,300,2,4.6,316,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0.0047,0,0,0,0,0,0,0,0.0047,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019,2018-2019,0119S,Moray Firth,Helmsdale,0119S_15,18/01/2019,01:45,58.09083,-3.54067,1324,18/01/2019,02:47,58.03433,-3.62783,29936,8584,226,5,230,2,4.5,299,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0.0044,0,0,0,0,0,0,0,0.0044,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019,2018-2019,0119S,Moray Firth,Brora,0119S_16,18/01/2019,02:52,58.03183,-3.63117,29936,18/01/2019,03:54,57.97133,-3.71683,58522,8576,226,8,189,3,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2018-2019,0119S,Moray Firth,Tarbet Ness,0119S_17,18/01/2019,04:13,57.94533,-3.637,58522,18/01/2019,05:33,57.86583,-3.637,91784,9979,263,8,160,3,4.5,0,257,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0.0038,0,0,0,0,0,0,0,0.0038,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,2018-2019,0119S,Moray Firth,Moray Firth Near Cromarty,0119S_18,18/01/2019,11:15,57.654,-3.80617,91784,18/01/2019,12:21,57.6905,-3.6735,18608,8047,212,8,144,3,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2018-2019,0119S,Moray Firth,Moray Firth Near Cromarty,0119S_19,18/01/2019,12:26,57.69167,-3.66883,18608,18/01/2019,13:35,57.73017,-3.52683,46390,8335,219,3,118,1,4.6,1538,0,0,308,0,308,923,0,0,0,0,0,0,0,0,0,0.0228,0,0,0.0046,0,0.0046,0.0137,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0
2019,2018-2019,0119S,Moray Firth,Inner Moray Firth,0119S_20,18/01/2019,13:40,57.73167,-3.52183,46390,18/01/2019,14:42,57.75867,-3.38533,70992,7381,194,11,138,4,4.6,695,695,0,347,0,0,347,0,0,695,0,0,0,0,0,0,0.0103,0.0103,0,0.0051,0,0,0.0051,0,0,0.0103,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,2,0,0,0,0,0,0
2019,2018-2019,0119S,Moray Firth,Inner Moray Firth,0119S_21,18/01/2019,14:49,57.76017,-3.3745,70992,18/01/2019,15:55,57.771,-3.21117,777,8935,235,10,140,3,4.3,0,1435,0,0,0,0,0,0,0,1148,0,0,0,287,0,0,0,0.0213,0,0,0,0,0,0,0,0.017,0,0,0,0.0043,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,1,0,0
2019,2018-2019,0119S,Moray Firth,Inner Moray Firth,0119S_22,18/01/2019,16:03,57.77083,-3.18983,777,18/01/2019,17:08,57.7625,-3.0245,33143,9710,256,15,152,4,4.2,264,264,264,0,0,0,0,0,0,264,0,0,0,0,0,0,0.0039,0.0039,0.0039,0,0,0,0,0,0,0.0039,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,2018-2019,0119S,Moray Firth,Inner Moray Firth - Spey Bay,0119S_23,18/01/2019,17:13,57.76167,-3.0195,33143,18/01/2019,18:14,57.77783,-2.864,65050,9572,252,6,175,2,4.5,536,2679,0,0,0,268,268,0,0,2679,0,0,0,0,0,0,0.0079,0.0397,0,0,0,0.004,0.004,0,0,0.0397,0,0,0,0,0,0,2,10,0,0,0,1,1,0,0,10,0,0,0,0,0,0
2019,2018-2019,0119S,Moray Firth,Moray Firth - Buckie,0119S_24,18/01/2019,18:34,57.76333,-2.78867,65050,18/01/2019,19:41,57.74333,-2.61533,477,10628,280,20,130,5,5.2,241,241,241,0,0,0,0,0,0,241,0,0,0,0,0,0,0.0036,0.0036,0.0036,0,0,0,0,0,0,0.0036,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,2018-2019,0119S,Moray Firth,Moray Firth,0119S_25,19/01/2019,01:36,57.80833,-2.2505,474,19/01/2019,02:38,57.80233,-2.39017,26966,7948,209,21,178,5,3.4,323,645,0,0,323,0,0,0,0,323,0,0,0,323,0,0,0.0048,0.0096,0,0,0.0048,0,0,0,0,0.0048,0,0,0,0.0048,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2019,2018-2019,0119S,Moray Firth,Moray Firth,0119S_26,19/01/2019,03:38,57.80767,-2.555,26966,19/01/2019,04:42,57.83717,-2.69133,54063,8129,214,9,173,3,3.3,0,631,0,0,0,0,0,0,0,631,0,0,0,0,0,0,0,0.0093,0,0,0,0,0,0,0,0.0093,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2019,2018-2019,0119S,Moray Firth,Moray Firth,0119S_27,19/01/2019,06:20,57.8655,-2.86733,54063,19/01/2019,07:23,57.85933,-3.02833,84184,9036,238,15,155,4,4.3,1419,851,284,0,284,0,568,0,284,851,0,0,0,0,0,0,0.021,0.0126,0.0042,0,0.0042,0,0.0084,0,0.0042,0.0126,0,0,0,0,0,0,5,3,1,0,1,0,2,0,1,3,0,0,0,0,0,0
2019,2018-2019,0119S,Moray Firth,Moray Firth,0119S_28,19/01/2019,07:28,57.85817,-3.03683,84184,19/01/2019,08:31,57.83133,-3.187,14842,9197,242,11,175,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2018-2019,0119S,Fladen and Moray Firth Offshore,Moray Firth,0119S_29,19/01/2019,13:47,57.96633,-2.565,14842,19/01/2019,14:48,57.95633,-2.41383,45230,9116,240,3,135,1,5,1406,27001,1125,0,0,0,281,0,0,26720,0,0,0,281,0,0,0.0208,0.4,0.0167,0,0,0,0.0042,0,0,0.3959,0,0,0,0.0042,0,0,5,96,4,0,0,0,1,0,0,95,0,0,0,1,0,0
2019,2019-2020,0119SJM,Clyde,Hunterston,0119SJM_02,12/11/2019,13:22,55.84417,-4.90183,17863,12/11/2019,13:56,55.88667,-4.90867,35581,5315,140,10,355,3,4.2,0,965,0,0,0,0,0,0,0,965,0,0,0,0,0,0,0,0.0143,0,0,0,0,0,0,0,0.0143,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2019,2019-2020,0119SJM,Clyde,Lunderston Bay,0119SJM_03,12/11/2019,15:02,55.92267,-4.90783,35580,12/11/2019,15:33,55.96133,-4.88283,54100,5556,146,5,20,2,4.1,923,462,0,462,0,0,462,0,0,462,0,0,0,0,0,0,0.0137,0.0068,0,0.0068,0,0,0.0068,0,0,0.0068,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2019,2019-2020,0119SJM,Clyde,Holy Loch,0119SJM_04,12/11/2019,16:36,55.98567,-4.92667,54100,12/11/2019,17:02,55.96933,-4.87167,66308,3662,96,10,310,3,5,0,700,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0.0104,0,0,0,0,0,0,0,0.0104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,2019-2020,0119SJM,Clyde,Bowling,0119SJM_05,13/11/2019,14:59,55.92867,-4.5145,66308,13/11/2019,15:35,55.9395,-4.63583,81622,4594,121,8,40,3,6.9,7256,4465,1116,3349,0,558,2232,0,0,0,0,0,4465,0,0,0,0.1075,0.0661,0.0165,0.0496,0,0.0083,0.0331,0,0,0,0,0,0.0661,0,0,0,13,8,2,6,0,1,4,0,0,0,0,0,8,0,0,0
2019,2019-2020,0119SJM,Clyde,Greenock,0119SJM_06,13/11/2019,15:46,55.9395,-4.6435,81622,13/11/2019,16:21,55.9565,-4.7595,96536,4474,118,6,35,2,6.5,573,1719,0,0,0,0,573,0,0,0,0,0,1719,0,0,0,0.0085,0.0255,0,0,0,0,0.0085,0,0,0,0,0,0.0255,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,3,0,0,0
2019,2019-2020,0119SJM,Clyde,Loch Long,0119SJM_07,14/11/2019,13:31,56.175,-4.78783,96536,14/11/2019,13:48,56.1935,-4.766,5811,2782,73,10,30,3,5,6451,922,922,922,0,2765,1843,0,0,0,0,0,922,0,0,0,0.0956,0.0137,0.0137,0.0137,0,0.041,0.0273,0,0,0,0,0,0.0137,0,0,0,7,1,1,1,0,3,2,0,0,0,0,0,1,0,0,0
2019,2019-2020,0119SJM,Clyde,Loch Long,0119SJM_08,14/11/2019,13:56,56.19867,-4.7535,5811,14/11/2019,14:15,56.18067,-4.7815,14261,2535,67,8,30,3,4.5,1011,2023,0,0,0,0,1011,0,0,2023,0,0,0,0,0,0,0.015,0.03,0,0,0,0,0.015,0,0,0.03,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0
2019,2019-2020,0119SJM,Clyde,Loch Long,0119SJM_09,14/11/2019,14:22,56.18617,-4.774,14261,14/11/2019,14:38,56.16883,-4.791,21660,2220,58,10,35,3,5,1155,0,0,0,0,1155,0,0,0,0,0,0,0,0,0,0,0.0171,0,0,0,0,0.0171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,2019-2020,0119SJM,Clyde,Loch Long,0119SJM_10,14/11/2019,15:28,56.05283,-4.8965,21660,14/11/2019,15:56,56.01595,-4.89433,32118,3137,83,10,35,3,4.8,0,817,0,0,0,0,0,0,0,0,0,0,817,0,0,0,0,0.0121,0,0,0,0,0,0,0,0,0,0,0.0121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,2019-2020,0119SJM,Clyde,Loch Long,0119SJM_11,14/11/2019,16:09,55.98533,-4.88817,32118,14/11/2019,16:35,55.97883,-4.83867,44137,3606,95,6,30,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2019-2020,0119SJM,Clyde,Middle Offshore,0119SJM_12,16/11/2019,14:33,55.46033,-4.93667,44139,16/11/2019,15:07,55.4975,-4.8845,61619,5244,138,3,35,1,5,0,489,0,0,0,0,0,0,0,489,0,0,0,0,0,0,0,0.0072,0,0,0,0,0,0,0,0.0072,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,2019-2020,0119SJM,Clyde,Pladda,0119SJM_13,17/11/2019,13:51,55.322,-5.155,61619,17/11/2019,14:20,55.30233,-5.1015,74169,3765,99,1,120,0,4.6,1362,3405,681,681,0,0,0,0,0,681,0,0,2724,0,0,0,0.0202,0.0504,0.0101,0.0101,0,0,0,0,0,0.0101,0,0,0.0404,0,0,0,2,5,1,1,0,0,0,0,0,1,0,0,4,0,0,0
2019,2019-2020,0119SJM,Clyde,Pladda,0119SJM_14,17/11/2019,14:30,55.30083,-5.07967,74169,17/11/2019,15:01,55.306,-5.01883,88600,4329,114,0,no wind,4,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2019-2020,0119SJM,Clyde,Turnberry Point,0119SJM_15,17/11/2019,15:24,55.325,-4.93017,88600,17/11/2019,15:52,55.34567,-4.88333,228,3488,92,4,65,2,4.3,0,1470,0,0,0,0,0,0,0,0,0,0,0,1470,0,0,0,0.0218,0,0,0,0,0,0,0,0,0,0,0,0.0218,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2019,2019-2020,1319S,Rockall,Rockall,1319S_01,17/09/2019,23:20,58.08067,-14.311,45261,17/09/2019,23:50,58.103,-14.36467,60575,4594,121,16,243,4,4,4465,0,0,0,0,0,4465,0,0,0,0,0,0,0,0,0,0.0661,0,0,0,0,0,0.0661,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
2019,2019-2020,1319S,Rockall,Rockall,1319S_02,18/09/2019,01:02,58.108,-14.38533,60575,18/09/2019,01:32,58.1225,-14.4405,72953,3713,98,21,237,5,4,0,690,0,0,0,0,0,0,0,0,0,0,0,690,0,0,0,0.0102,0,0,0,0,0,0,0,0,0,0,0,0.0102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,2019-2020,1319S,Rockall,Rockall,1319S_03,18/09/2019,02:36,58.12967,-14.4715,72953,18/09/2019,03:06,58.1435,-14.51717,84956,3601,95,20,245,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2019-2020,1319S,Rockall,Rockall,1319S_04,19/09/2019,03:54,58.14933,-14.5315,84956,19/09/2019,04:24,58.162,-14.5775,93630,2602,69,18,235,5,4,985,0,0,0,0,0,985,0,0,0,0,0,0,0,0,0,0.0146,0,0,0,0,0,0.0146,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,2019-2020,1319S,Rockall,Rockall,1319S_05,19/09/2019,18:08,57.29,-14.20967,93631,19/09/2019,18:45,57.32833,-14.15133,8016,4315,114,13,220,4,5,1188,0,0,0,0,0,1188,0,0,0,0,0,0,0,0,0,0.0176,0,0,0,0,0,0.0176,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2019,2019-2020,1319S,Rockall,Rockall,1319S_06,24/09/2019,17:14,58.24133,-13.30317,8016,24/09/2019,19:44,58.24717,-13.20283,13291,1583,42,12,137,3,5.3,3241,1620,0,1620,0,0,1620,0,0,0,0,0,0,1620,0,0,0.048,0.024,0,0.024,0,0,0.024,0,0,0,0,0,0,0.024,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2019,2019-2020,1319S,Rockall,Rockall,1319S_07,24/09/2019,20:02,58.24817,-13.14067,13291,24/09/2019,20:36,58.24983,-13.03467,17854,1369,36,13,154,3,4.7,0,3746,0,0,0,0,0,0,0,0,0,0,1873,1873,0,0,0,0.0555,0,0,0,0,0,0,0,0,0,0,0.0277,0.0277,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2019,2019-2020,2119A,Forth and Tay,Forth,2119A_01,28/11/2019,14:47,56.02867,-3.55383,2288,28/11/2019,15:21,56.01567,-3.48867,16075,4136,109,2.2,312,1,4.4,9919,1240,1860,4959,0,620,1860,620,0,620,0,0,620,0,0,0,0.1469,0.0184,0.0276,0.0735,0,0.0092,0.0276,0.0092,0,0.0092,0,0,0.0092,0,0,0,16,2,3,8,0,1,3,1,0,1,0,0,1,0,0,0
2019,2019-2020,2119A,Forth and Tay,Forth,2119A_02,28/11/2019,15:24,56.01417,-3.4825,16075,28/11/2019,15:57,56.00133,-3.41317,22838,2029,53,2,312,1,4.5,64453,2528,0,27803,1264,0,32859,2528,0,0,0,0,0,2528,0,0,0.9549,0.0374,0,0.4119,0.0187,0,0.4868,0.0374,0,0,0,0,0,0.0374,0,0,51,2,0,22,1,0,26,2,0,0,0,0,0,2,0,0
2019,2019-2020,2119A,Forth and Tay,Forth,2119A_03,28/11/2019,16:08,56.00633,-3.37767,22838,28/11/2019,16:43,56.02267,-3.3045,34845,3602,95,0.7,77,1,4.3,5695,5695,0,1424,0,712,1424,2136,0,3559,0,0,1424,712,0,0,0.0844,0.0844,0,0.0211,0,0.0105,0.0211,0.0316,0,0.0527,0,0,0.0211,0.0105,0,0,8,8,0,2,0,1,2,3,0,5,0,0,2,1,0,0
2019,2019-2020,2119A,Forth and Tay,Forth,2119A_04,29/11/2019,12:14,56.051,-3.03617,34847,29/11/2019,12:50,56.07233,-2.96983,48140,3988,105,4.3,276,2,4.5,643,0,0,0,0,0,0,643,0,0,0,0,0,0,0,0,0.0095,0,0,0,0,0,0,0.0095,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,2019-2020,2119A,Forth and Tay,Forth,2119A_05,29/11/2019,13:31,56.11467,-2.817,48140,29/11/2019,14:06,56.1345,-2.74317,62345,4262,112,2.5,299,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2019-2020,2119A,Forth and Tay,Forth,2119A_06,29/11/2019,14:39,56.18933,-2.65317,62345,29/11/2019,15:08,56.21817,-2.59817,76660,4295,113,1.4,271,2,4.5,1791,1194,0,597,597,0,597,0,0,1194,0,0,0,0,0,0,0.0265,0.0177,0,0.0088,0.0088,0,0.0088,0,0,0.0177,0,0,0,0,0,0,3,2,0,1,1,0,1,0,0,2,0,0,0,0,0,0
2019,2019-2020,2119A,Forth and Tay,Forth,2119A_07,29/11/2019,15:45,56.26933,-2.53967,76660,29/11/2019,16:19,56.309,-2.5465,90052,4018,106,1.4,185,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2019-2020,2119A,Forth and Tay,St Andrews Bay,2119A_08,30/11/2019,11:14,56.442,-2.65417,90052,30/11/2019,11:47,56.41633,-2.714,2100,3614,95,2.5,145,2,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2019-2020,2119A,Forth and Tay,St Andrews Bay,2119A_09,30/11/2019,11:56,56.407,-2.73367,2100,30/11/2019,12:29,56.36633,-2.74633,14707,3782,100,3.1,130,2,4.7,0,678,0,0,0,0,0,0,0,0,0,0,0,678,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,2019-2020,2119A,Forth and Tay,St Andrews Bay,2119A_10,30/11/2019,12:37,56.372,-2.7225,14707,30/11/2019,13:09,56.369,-2.65233,37722,6905,182,5.5,318,2,4.6,371,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0,0,0.0055,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,2019-2020,2119A,Forth and Tay,St Andrews Bay,2119A_11,30/11/2019,13:24,56.34267,-2.612,37722,30/11/2019,14:00,56.31367,-2.5485,40900,953,25,4.1,354,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2019-2020,2119A,Forth and Tay,Forth,2119A_12,01/12/2019,07:20,56.02733,-3.09117,40900,01/12/2019,07:55,56.00967,-3.15717,53605,3812,100,6.1,119,2,4.5,673,673,0,0,0,0,673,0,0,673,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019,2019-2020,2119A,Forth and Tay,Forth,2119A_13,01/12/2019,08:18,56.03533,-3.2225,53605,01/12/2019,08:52,56.025,-3.29417,69468,4759,125,1.7,144,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2019-2020,0120S,Outer Hebrides,UM01,0120S_01,09/01/2020,12:26,58.10867,-5.92067,69930,09/01/2020,13:04,58.1065,-5.86483,81655,3518,93,15,191,4,2.8,5103,2916,0,0,0,0,5103,0,0,2916,0,0,0,0,0,0,0.0756,0.0432,0,0,0,0,0.0756,0,0,0.0432,0,0,0,0,0,0,7,4,0,0,0,0,7,0,0,4,0,0,0,0,0,0
2020,2019-2020,0120S,Outer Hebrides,UM02,0120S_02,09/01/2020,13:16,58.10667,-5.84867,81655,09/01/2020,13:49,58.10767,-5.79367,92922,3380,89,13,182,4,3,2276,3793,0,0,0,0,2276,0,0,3793,0,0,0,0,0,0,0.0337,0.0562,0,0,0,0,0.0337,0,0,0.0562,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,5,0,0,0,0,0,0
2020,2019-2020,0120S,West Highlands,UM03,0120S_03,09/01/2020,14:52,58.0505,-5.64,92922,09/01/2020,15:24,58.02617,-5.61717,3269,3104,82,11,217,4,3.7,2478,826,0,826,0,0,1652,0,0,0,0,0,0,826,0,0,0.0367,0.0122,0,0.0122,0,0,0.0245,0,0,0,0,0,0,0.0122,0,0,3,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0
2020,2019-2020,0120S,West Highlands,UM04,0120S_04,09/01/2020,17:22,57.98617,-5.74717,3269,09/01/2020,17:55,57.96583,-5.77983,16452,3955,104,13,165,4,3.3,648,1297,0,0,0,0,648,0,0,648,0,648,0,0,0,0,0.0096,0.0192,0,0,0,0,0.0096,0,0,0.0096,0,0.0096,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2020,2019-2020,0120S,West Highlands,UM05,0120S_05,09/01/2020,18:03,57.96167,-5.7865,16452,09/01/2020,18:49,57.934,-5.8315,35234,5635,148,17,189,4,3.3,1365,0,910,0,0,0,0,455,0,0,0,0,0,0,0,0,0.0202,0,0.0135,0,0,0,0,0.0067,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,2019-2020,0120S,Outer Hebrides,UM06,0120S_06,09/01/2020,20:40,58.10917,-6.1655,35234,09/01/2020,21:18,58.0805,-6.17167,49123,4167,110,18,192,4,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2019-2020,0120S,Outer Hebrides,UM07,0120S_07,09/01/2020,21:50,58.0335,-6.21183,49123,09/01/2020,22:33,58.012,-6.20417,60561,3431,90,22,196,4,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2019-2020,0120S,Argyll,Mull of Kintyre,0120S_08,11/01/2020,23:45,55.24317,-5.92217,60579,11/01/2020,00:20,55.24833,-5.96767,72636,3617,95,14,225,3,2.9,4962,0,709,0,0,0,4253,0,0,0,0,0,0,0,0,0,0.0735,0,0.0105,0,0,0,0.063,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0
2020,2019-2020,0120S,Argyll,Mull of Kintyre,0120S_09,12/01/2020,00:56,55.24283,-5.8715,72636,12/01/2020,01:32,55.24017,-5.82233,91815,5754,151,13,165,3,3,4456,0,0,446,446,0,3565,0,0,0,0,0,0,0,0,0,0.066,0,0,0.0066,0.0066,0,0.0528,0,0,0,0,0,0,0,0,0,10,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0
