Year,Season,Cruise,Region,Field_ID,TOW_ID,DATE_Deploy,TIME_Deploy,Decimal Latitude at deployment (WGS84),Decimal Longitude at deployment (WGS84),FLOW_METER_READING_deploy,DATE_Retrieve,TIME_Retrieve,decLat_Retrieve,decLong_Retrieve,FLOW_METER_READING_retrieve,Tow_length (m),vol_filtered_m3,WIND_SPEED,WIND_Direction,SEA_STATE,Ship Speed,SUM_micro_km2,SUM_Macro_km2,fibres_LTE5mm_ km2,beads_LTE5mm_ km2,polystyrene_LTE5mm_ km2,fragments_LTE5mm_ km2,film_LTE5mm_ km2,nurdles_LTE5mm_ km2,paint_flakes_LTE5mm_ km2,fibres_GT5mm_ km2,beads_GT5mm_ km2,polystyrene_GT5mm_ km2,fragments_GT5mm_ km2,film_GT5mm_ km2,nurdles_GT5mm_ km2,paint_flakes_GT5mm_ km2,SUM_micro_m3,SUM_Macro_m3,fibres_LTE5mm_m3,beads_LTE5mm_m3,polystyrene_LTE5mm_m3,fragments_LTE5mm_m3,film_LTE5mm_m3,nurdles_LTE5mm_m3,paint_flakes_LTE5mm_m3,fibres_GT5mm_m3,beads_GT5mm_m3,polystyrene_GT5mm_m3,fragments_GT5mm_m3,film_GT5mm_m3,nurdles_GT5mm_m3,paint_flakes_GT5mm_m3,SUM_LTE5mm_count,SUM_GT5mm_count,fibres_LTE5mm_count,beads_LTE5mm_count,polystyrene_LTE5mm_count,fragments_LTE5mm_count,film_LTE5mm_count,nurdles_LTE5mm_count,paint_flakes_LTE5mm_count,fibres_GT5mm_count,beads_GT5mm_count,polystyrene_GT5mm_count,fragments_GT5mm_count,film_GT5mm_count,nurdles_GT5mm_count,paint_flakes_GT5mm_count
2020,2019-2020,0120S,Clyde,Mull of Kintyre,0120S_10,12/01/2020,02:05,55.23833,-5.78033,91815,12/01/2020,02:38,55.23617,-5.73683,9097,5184,136,13,210,3,2.5,989,2473,0,495,0,0,495,0,0,989,0,989,495,0,0,0,0.0147,0.0366,0,0.0073,0,0,0.0073,0,0,0.0147,0,0.0147,0.0073,0,0,0,2,5,0,1,0,0,1,0,0,2,0,2,1,0,0,0
2020,2019-2020,0120S,Clyde,Mull of Kintyre,0120S_11,12/01/2020,03:13,55.23333,-5.68917,9097,12/01/2020,03:49,55.23167,-5.64217,28160,5719,151,13,215,3,2.8,2690,1345,0,1345,0,0,1345,0,0,0,0,0,448,448,0,448,0.0399,0.0199,0,0.0199,0,0,0.0199,0,0,0,0,0,0.0066,0.0066,0,0.00664231,6,3,0,3,0,0,3,0,0,0,0,0,1,1,0,1
2020,2019-2020,0120S,Clyde,Mull of Kintyre,0120S_12,12/01/2020,04:32,55.22883,-5.58183,28160,12/01/2020,05:05,55.22417,-5.5325,46365,5462,144,22,200,4,2.9,1408,939,0,0,0,469,939,0,0,469,0,0,0,469,0,0,0.0209,0.0139,0,0,0,0.007,0.0139,0,0,0.007,0,0,0,0.007,0,0,3,2,0,0,0,1,2,0,0,1,0,0,0,1,0,0
2020,2019-2020,0120S,Clyde,Mull of Kintyre,0120S_13,12/01/2020,05:34,55.22267,-5.49017,46365,12/01/2020,06:03,55.2215,-5.44517,58028,3499,92,19,201,4,3.1,733,733,0,0,0,0,733,0,0,0,0,0,733,0,0,0,0.0109,0.0109,0,0,0,0,0.0109,0,0,0,0,0,0.0109,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2020,2019-2020,0120S,Clyde,Off Ballantrae,0120S_14,12/01/2020,17:07,55.09533,-5.22,58029,12/01/2020,17:40,55.0715,-5.24617,69612,3475,91,24,217,4,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2019-2020,0120S,Solway,Solway,0120S_15,12/01/2020,23:56,54.64817,-4.38267,69612,12/01/2020,00:33,54.6545,-4.31783,82532,3876,102,23,220,4,3.8,3308,1323,0,0,662,0,2646,0,0,0,0,0,0,1323,0,0,0.049,0.0196,0,0,0.0098,0,0.0392,0,0,0,0,0,0,0.0196,0,0,5,2,0,0,1,0,4,0,0,0,0,0,0,2,0,0
2020,2019-2020,0120S,Solway,Solway,0120S_16,13/01/2020,02:00,54.701,-4.17767,82532,13/01/2020,02:33,54.71133,-4.13567,95664,3940,104,27,214,5,3.3,1302,0,0,651,0,0,651,0,0,0,0,0,0,0,0,0,0.0193,0,0,0.0096,0,0,0.0096,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2020,2019-2020,0120S,Solway,Solway,0120S_17,13/01/2020,05:53,54.758,-3.848,95665,13/01/2020,06:26,54.74117,-3.892,3018,2206,58,21,208,4,3.2,66265,11625,0,2325,1163,6975,38364,17438,0,2325,0,0,3488,5813,0,0,0.9817,0.1722,0,0.0344,0.0172,0.1033,0.5684,0.2583,0,0.0344,0,0,0.0517,0.0861,0,0,57,10,0,2,1,6,33,15,0,2,0,0,3,5,0,0
2020,2019-2020,0120S,Forth and Tay,Forth,0120S_18,17/01/2020,09:13,56.09383,-2.33367,3111,17/01/2020,09:48,56.06867,-2.29933,15169,3617,95,17,222,3,3.3,2126,0,0,0,0,0,0,0,2126,0,0,0,0,0,0,0,0.0315,0,0,0,0,0,0,0,0.0315,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2020,2019-2020,0120S,Forth and Tay,Forth,0120S_19,17/01/2020,09:54,56.0645,-2.29517,15169,17/01/2020,10:27,56.038,-2.274,27082,3574,94,19,230,3,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2019-2020,0120S,Forth and Tay,Berwick,0120S_21,18/01/2020,00:22,55.862,-2.01517,38199,18/01/2020,00:58,55.88883,-2.048,48469,3081,81,29.4,252,2,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2019-2020,0120S,Forth and Tay,St Abbs Head,0120S_22,18/01/2020,01:33,55.93033,-2.10533,48469,18/01/2020,02:07,55.9465,-2.1475,57482,2704,71,27,264,3,3.3,2845,0,0,0,0,0,0,0,2845,0,0,0,0,0,0,0,0.0421,0,0,0,0,0,0,0,0.0421,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2020,2019-2020,0120S,Forth and Tay,St Abbs Head,0120S_23,18/01/2020,02:46,55.97117,-2.23983,57482,18/01/2020,03:22,55.98683,-2.29017,67992,3153,83,27,257,3,3,2440,0,0,0,0,0,0,0,2440,0,0,0,0,0,0,0,0.0361,0,0,0,0,0,0,0,0.0361,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2020,2019-2020,0120S,Forth and Tay,Dunbar,0120S_24,18/01/2020,04:01,56.01533,-2.3895,67992,18/01/2020,04:35,56.031,-2.43467,78900,3272,86,25,244,3,3.1,7836,0,0,0,0,0,0,0,7836,0,0,0,0,0,0,0,0.1161,0,0,0,0,0,0,0,0.1161,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
2020,2019-2020,0120S,Forth and Tay,Dunbar,0120S_25,18/01/2020,05:09,56.05233,-2.51733,78900,18/01/2020,05:46,56.07,-2.56617,91577,3803,100,30.8,255,3,2.7,674,0,0,0,674,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,2019-2020,0120S,Forth and Tay,North Berwick,0120S_26,18/01/2020,06:19,56.10533,-2.6105,91577,18/01/2020,07:00,56.14017,-2.60067,4715,3941,104,26,246,3,3,3904,651,0,0,651,0,3253,0,0,651,0,0,0,0,0,0,0.0578,0.0096,0,0,0.0096,0,0.0482,0,0,0.0096,0,0,0,0,0,0,6,1,0,0,1,0,5,0,0,1,0,0,0,0,0,0
2020,2019-2020,0120S,Forth and Tay,Anstruther,0120S_27,18/01/2020,07:33,56.18567,-2.59383,4715,18/01/2020,08:08,56.21533,-2.58667,16019,3391,89,29,265,3,3.2,3781,0,0,0,0,0,3024,0,756,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0.0448,0,0.0112,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
2020,2019-2020,0120S,Forth and Tay,Crail,0120S_28,18/01/2020,08:54,56.25517,-2.51717,16019,18/01/2020,09:28,56.28817,-2.50167,30549,4359,115,28,249,3,3.9,2353,0,0,0,0,0,2353,0,0,0,0,0,0,0,0,0,0.0349,0,0,0,0,0,0.0349,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2020,2019-2020,0120S,Forth and Tay,St Andrews,0120S_29,18/01/2020,10:00,56.35133,-2.51983,30549,18/01/2020,10:33,56.38117,-2.52367,43355,3842,101,21,249,3,2.6,667,0,0,0,0,0,0,0,667,0,0,0,0,0,0,0,0.0099,0,0,0,0,0,0,0,0.0099,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020,2019-2020,0120S,Forth and Tay,Off the Tay,0120S_30,18/01/2020,11:06,56.45967,-2.524,43355,18/01/2020,11:39,56.48883,-2.5005,54053,3209,84,20,260,3,2.9,4794,799,0,0,0,0,4794,0,0,0,0,0,0,799,0,0,0.071,0.0118,0,0,0,0,0.071,0,0,0,0,0,0,0.0118,0,0,6,1,0,0,0,0,6,0,0,0,0,0,0,1,0,0
2020,2019-2020,0120S,Forth and Tay,Arbroath,0120S_31,18/01/2020,12:12,56.5465,-2.463,54053,18/01/2020,12:45,56.575,-2.44117,63528,2843,75,23,265,3,3.4,902,0,0,0,0,0,902,0,0,0,0,0,0,0,0,0,0.0134,0,0,0,0,0,0.0134,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,2019-2020,0120S,Forth and Tay,South of Montrose,0120S_32,18/01/2020,13:17,56.62417,-2.40833,63528,18/01/2020,13:49,56.65117,-2.38667,72643,2735,72,22,278,3,3.3,938,938,0,0,0,0,938,0,0,938,0,0,0,0,0,0,0.0139,0.0139,0,0,0,0,0.0139,0,0,0.0139,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2020,2019-2020,0120S,Forth and Tay,Montrose,0120S_33,18/01/2020,14:23,56.70117,-2.34783,72643,18/01/2020,14:56,56.72233,-2.31867,81809,2750,72,20,290,3,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2019-2020,0120S,North East,St Cyrus,0120S_34,18/01/2020,15:31,56.769,-2.27083,81809,18/01/2020,16:03,56.79017,-2.24767,92662,3256,86,19,287,3,2.8,0,788,0,0,0,0,0,0,0,788,0,0,0,0,0,0,0,0.0117,0,0,0,0,0,0,0,0.0117,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,2019-2020,0120S,North East,Inverbervie,0120S_35,18/01/2020,16:34,56.82933,-2.214,92662,18/01/2020,17:07,56.85433,-2.19017,6613,4185,110,15,281,3,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2019-2020,0120S,North East,Inverbervie,0120S_36,18/01/2020,17:34,56.88917,-2.15233,6613,18/01/2020,18:08,56.91367,-2.123,21654,4512,119,26,298,3,2.8,568,0,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0.0084,0,0,0,0,0,0,0,0.0084,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020,2019-2020,0120S,North East,Stonehaven,0120S_37,18/01/2020,18:36,56.95433,-2.1025,21654,18/01/2020,19:09,56.98183,-2.08617,36539,4466,118,30,293,3,2.8,0,1723,0,0,0,0,0,0,0,1148,0,0,0,0,0,574,0,0.0255,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0.008506708,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1
2020,2019-2020,0120S,North East,Newtonhill,0120S_38,18/01/2020,19:35,57.02217,-2.07117,36539,18/01/2020,19:58,57.039,-2.0655,43810,2181,57,28.6,292,3,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2019-2020,0120S,North East,Aberdeen Bay,0120S_39,18/01/2020,21:18,57.19983,-1.93417,43810,18/01/2020,21:49,57.2265,-1.91217,55572,3529,93,18.7,281,3,3,2907,0,0,0,2180,0,0,0,727,0,0,0,0,0,0,0,0.0431,0,0,0,0.0323,0,0,0,0.0108,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
2020,2019-2020,0120S,North East,Aberdeen Bay,0120S_40,18/01/2020,22:23,57.26517,-1.88167,55572,18/01/2020,22:53,57.29183,-1.85783,65091,2856,75,19.2,287,3,3.3,0,1796,0,0,0,0,0,0,0,1796,0,0,0,0,0,0,0,0.0266,0,0,0,0,0,0,0,0.0266,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2020,2020-2021,0720A,Forth and Tay,Forth 1,0720A_01,21/11/2020,10:22,56.025,-3.5325,65100,21/11/2020,10:43,56.03117,-3.56033,74056,2687,71,30.8,226,4,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2020-2021,0720A,Forth & Tay,Forth 1,0720A_01,21/11/2020,10:22,56.025,-3.5325,65100,21/11/2020,10:43,56.03117,-3.56033,74056,2687,71,30.8,226,4,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2020-2021,0121S,Forth and Tay,Forth and Tay 3,0121S_01,05/01/2021,16:08,56.191,-2.43783,74056,05/01/2021,16:41,56.21833,-2.4455,87968,4174,110,10,38.9,4,3,3686,0,0,0,0,0,0,0,3686,0,0,0,0,0,0,0,0.0546,0,0,0,0,0,0,0,0.0546,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
2021,2020-2021,0121S,East Shetland Shelf,ESB 3.1,0121S_02,06/01/2021,23:26,60.45783,1.33133,87968,06/01/2021,00:00,60.43233,1.32167,819,3855,101,13,196,5,3.5,1995,0,0,0,0,0,0,0,1995,0,0,0,0,0,0,0,0.0296,0,0,0,0,0,0,0,0.0296,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2021,2020-2021,0121S,Shetland Isles,SHET 2.5,0121S_03,08/01/2021,20:34,60.09167,-0.7875,819,08/01/2021,21:08,60.086,-0.838,10398,2874,76,9.5,223,3,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2020-2021,0121S,Shetland Isles,SHET 04,0121S_04,08/01/2021,22:43,60.29667,-0.57017,10398,08/01/2021,23:16,60.29117,-0.61833,20195,2939,77,25,216,4,3,0,872,0,0,0,0,0,0,0,872,0,0,0,0,0,0,0,0.0129,0,0,0,0,0,0,0,0.0129,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,2020-2021,0121S,Shetland Isles,SHET 05,0121S_05,08/01/2021,00:38,60.49033,-0.51117,20195,08/01/2021,01:12,60.49167,-0.57083,33650,4037,106,13.5,210,4,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2020-2021,0121S,Shetland Isles,SHET 06,0121S_06,09/01/2021,02:51,60.65783,-0.5715,33650,09/01/2021,03:27,60.6345,-0.6095,49461,4743,125,18,207,6,3.3,3784,541,0,0,541,0,0,0,3243,0,0,0,0,0,0,541,0.0561,0.008,0,0,0.008,0,0,0,0.0481,0,0,0,0,0,0,0.008008497,7,1,0,0,1,0,0,0,6,0,0,0,0,0,0,1
2021,2020-2021,0121S,West Highlands,UM1,0121S_07,11/01/2021,06:45,58.443,-5.548,49462,11/01/2021,07:18,58.468,-5.52317,57010,2264,60,16,56,3,2.5,9059,0,0,0,0,2265,0,1132,5662,0,0,0,0,0,0,0,0.1342,0,0,0,0,0.0336,0,0.0168,0.0839,0,0,0,0,0,0,0,8,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0
2021,2020-2021,0121S,Outer Hebrides,UM2,0121S_08,11/01/2021,08:40,58.41967,-5.91983,57010,11/01/2021,09:12,58.44183,-5.89383,66357,2804,74,18,19,3,3.1,5486,0,0,0,0,0,0,0,5486,0,0,0,0,0,0,0,0.0813,0,0,0,0,0,0,0,0.0813,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
2021,2020-2021,0121S,West Highlands,85SE,0121S_09,11/01/2021,16:18,58.01733,-5.707,66359,11/01/2021,16:50,58.04217,-5.696,75840,2844,75,15,14,4,2.6,13522,0,0,0,0,0,0,0,13522,0,0,0,0,0,0,0,0.2003,0,0,0,0,0,0,0,0.2003,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2021,2020-2021,0121S,Argyll,SOH 2,0121S_10,12/01/2021,11:10,56.70017,-6.41467,75840,12/01/2021,11:40,56.72483,-6.3945,89902,4219,111,6,354,2,3,3647,0,0,608,0,3039,0,0,0,0,0,0,0,0,0,0,0.054,0,0,0.009,0,0.045,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0
2021,2020-2021,0121S,Argyll,SOH 4,0121S_11,12/01/2021,12:47,56.57117,-6.5175,89902,12/01/2021,13:19,56.5545,-6.55017,1442,3462,91,4,311,2,2.8,1481,741,0,0,0,1481,0,0,0,741,0,0,0,0,0,0,0.0219,0.011,0,0,0,0.0219,0,0,0,0.011,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0
2021,2020-2021,0121S,Argyll,SOH 5,0121S_12,12/01/2021,13:51,56.49767,-6.64917,1442,12/01/2021,14:24,56.48117,-6.68267,14864,4027,106,2,272,1,2.9,1910,7005,0,0,637,637,0,0,637,7005,0,0,0,0,0,0,0.0283,0.1038,0,0,0.0094,0.0094,0,0,0.0094,0.1038,0,0,0,0,0,0,3,11,0,0,1,1,0,0,1,11,0,0,0,0,0,0
2021,2020-2021,0121S,Argyll,SOH 6,0121S_13,12/01/2021,15:06,56.40833,-6.81783,14864,12/01/2021,15:39,56.385,-6.797,27969,3932,103,1,197,1,2.9,652,13696,0,0,0,0,652,0,0,11740,0,0,652,1304,0,0,0.0097,0.2029,0,0,0,0,0.0097,0,0,0.1739,0,0,0.0097,0.0193,0,0,1,21,0,0,0,0,1,0,0,18,0,0,1,2,0,0
2021,2020-2021,0121S,Argyll,SOH 7,0121S_14,12/01/2021,16:19,56.29983,-6.72533,27969,12/01/2021,16:52,56.3265,-6.71517,36937,2690,71,2,138,2,2.8,8578,953,2859,0,0,1906,2859,953,0,0,0,0,0,0,0,953,0.1271,0.0141,0.0424,0,0,0.0282,0.0424,0.0141,0,0,0,0,0,0,0,0.014119352,9,1,3,0,0,2,3,1,0,0,0,0,0,0,0,1
2021,2020-2021,0121S,Argyll,SOH 8,0121S_15,13/01/2021,12:56,56.15883,-6.10567,36937,13/01/2021,13:29,56.16633,-6.06433,50421,4045,106,18,91,4,2.8,3169,0,0,0,0,0,0,0,3169,0,0,0,0,0,0,0,0.047,0,0,0,0,0,0,0,0.047,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2021,2020-2021,0121S,Argyll,SOH 9,0121S_16,13/01/2021,15:25,56.09833,-6.6545,50421,13/01/2021,15:58,56.073,-6.6375,67042,4986,131,27,140,4,3.3,1028,514,0,0,0,1028,0,0,0,514,0,0,0,0,0,0,0.0152,0.0076,0,0,0,0.0152,0,0,0,0.0076,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0
2021,2020-2021,0121S,Outer Hebrides,HEB 5,0121S_17,14/01/2021,11:00,57.31583,-7.707,77573,14/01/2021,11:19,57.32817,-7.71783,83630,1817,48,16.7,338.8,5,3.1,8467,1411,0,0,0,0,0,0,8467,1411,0,0,0,0,0,0,0.1254,0.0209,0,0,0,0,0,0,0.1254,0.0209,0,0,0,0,0,0,6,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0
2021,2020-2021,0121S,Outer Hebrides,HEB 4,0121S_18,14/01/2021,21:29,57.7285,-7.69667,83630,14/01/2021,22:02,57.755,-7.68867,94139,3153,83,12.6,320,4,3,4880,0,0,0,0,2440,0,0,2440,0,0,0,0,0,0,0,0.0723,0,0,0,0,0.0361,0,0,0.0361,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0
2021,2020-2021,0121S,Outer Hebrides,HEB 3,0121S_19,15/01/2021,00:47,58.16467,-7.18567,94139,15/01/2021,01:18,58.18933,-7.18633,12296,5447,143,12,296,3,3.1,1883,471,0,0,0,942,0,0,942,471,0,0,0,0,0,0,0.0279,0.007,0,0,0,0.0139,0,0,0.0139,0.007,0,0,0,0,0,0,4,1,0,0,0,2,0,0,2,1,0,0,0,0,0,0
2021,2020-2021,0121S,Outer Hebrides,HEB 2,0121S_20,15/01/2021,03:31,58.4455,-6.69317,12296,15/01/2021,04:03,58.4715,-6.68517,16333,1211,32,9,280,2,3,10586,2117,0,0,0,4234,0,0,6352,0,0,0,0,0,0,2117,0.1568,0.0314,0,0,0,0.0627,0,0,0.0941,0,0,0,0,0,0,0.031365457,5,1,0,0,0,2,0,0,3,0,0,0,0,0,0,1
2021,2020-2021,0121S,Outer Hebrides,HEB 1 ,0121S_21,15/01/2021,05:32,58.55283,-6.25033,16333,15/01/2021,06:03,58.57917,-6.22283,28932,3780,100,8.5,257,2,3.3,2035,0,0,0,678,1357,0,0,0,0,0,0,0,0,0,0,0.0302,0,0,0,0.0101,0.0201,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
2021,2020-2021,0121S,Moray Firth,MF1,0121S_22,16/01/2021,23:23,57.7005,-3.78917,28932,16/01/2021,23:56,57.6935,-3.836,39748,3245,85,23,232,3,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2020-2021,0121S,Moray Firth,MF2,0121S_23,17/01/2021,04:02,57.85083,-3.41233,39749,17/01/2021,04:37,57.83967,-3.45317,52708,3888,102,26,241,4,2.6,1979,0,0,0,0,0,0,0,1979,0,0,0,0,0,0,0,0.0293,0,0,0,0,0,0,0,0.0293,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2021,2020-2021,0121S,Moray Firth,MF4,0121S_24,17/01/2021,07:01,57.82433,-3.01383,52708,17/01/2021,07:33,57.808,-3.04533,64398,3507,92,26.7,243,4,,0,731,0,0,0,0,0,0,0,731,0,0,0,0,0,0,0,0.0108,0,0,0,0,0,0,0,0.0108,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,2020-2021,0121S,Moray Firth,MF5,0121S_25,17/01/2021,13:11,57.76183,-2.62733,64398,17/01/2021,13:41,57.75083,-2.67033,76551,3646,96,19,237,3,3,1407,0,0,0,0,703,0,0,703,0,0,0,0,0,0,0,0.0208,0,0,0,0,0.0104,0,0,0.0104,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2021,2020-2021,0121S,Moray Firth,MF6,0121S_26,17/01/2021,15:14,57.76,-2.42083,76551,17/01/2021,15:45,57.73633,-2.4315,88608,3617,95,15,209,2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2020-2021,0121S,Moray Firth,MF7 ,0121S_27,17/01/2021,17:14,57.79017,-2.14217,88608,17/01/2021,17:47,57.76733,-2.15067,99982,3412,90,16,201,2,3,0,751,0,0,0,0,0,0,0,751,0,0,0,0,0,0,0,0.0111,0,0,0,0,0,0,0,0.0111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,2020-2021,0121S,North East,North East 1 ,0121S_28,17/01/2021,20:20,57.5635,-1.5895,99982,17/01/2021,20:52,57.56933,-1.63567,10450,3140,83,20.5,215.6,4,2.7,12249,0,0,0,0,0,0,0,12249,0,0,0,0,0,0,0,0.1815,0,0,0,0,0,0,0,0.1815,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2021,2020-2021,0121S,North East,Aberdeen 1,0121S_29,17/01/2021,22:49,57.29017,-1.61633,10450,17/01/2021,23:21,57.28233,-1.66133,24547,4229,111,23,215,3,3,1819,606,0,606,0,0,1213,0,0,606,0,0,0,0,0,0,0.0269,0.009,0,0.009,0,0,0.018,0,0,0.009,0,0,0,0,0,0,3,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0
2021,2020-2021,0121S,North East,Aberdeen 2,0121S_30,18/01/2021,01:26,56.95533,-1.815,24547,18/01/2021,01:56,56.9365,-1.84183,34247,2910,77,19,244,3,3.1,4406,0,0,881,1762,0,0,0,1762,0,0,0,0,0,0,0,0.0653,0,0,0.0131,0.0261,0,0,0,0.0261,0,0,0,0,0,0,0,5,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0
2021,2020-2021,0121S,Forth and Tay,Firth of Tay 3,0121S_31,18/01/2021,10:37,56.18583,-2.436,34247,18/01/2021,11:08,56.177,-2.475,44533,3086,81,24,246,4,3,831,831,0,0,0,831,0,0,0,0,0,0,831,0,0,0,0.0123,0.0123,0,0,0,0.0123,0,0,0,0,0,0,0.0123,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2021,2020-2021,0121S,Forth and Tay,Firth of Tay 1,0121S_32,18/01/2021,12:47,55.98983,-2.26883,44533,18/01/2021,13:19,55.991,-2.314,54570,3011,79,15,235,3,2.9,0,1703,0,0,0,0,0,0,0,852,0,0,852,0,0,0,0,0.0252,0,0,0,0,0,0,0,0.0126,0,0,0.0126,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
